BioSample	isolation_country	collection_year	tag
SAMN07664870	Peru	2008	patric,ncbi
SAMEA2682813	Peru	2009	patric,ncbi
SAMEA2682849	Peru	2009	patric,ncbi
SAMEA2682861	Peru	2009	patric,ncbi
SAMEA2682714	Peru	2009	patric,ncbi
SAMEA2682717	Peru	2009	patric,ncbi
SAMEA2683008	Peru	2011	patric,ncbi
SAMEA2682880	Peru	2009	patric,ncbi
SAMEA2682713	Peru	2009	patric,ncbi
SAMEA2683110	Peru	2012	patric,ncbi
SAMEA2682983	Peru	2011	patric,ncbi
SAMEA2682927	Peru	2009	patric,ncbi
SAMN06010230	Peru	2012	patric,ncbi
SAMN06010367	Peru	2012	patric,ncbi
SAMN06010452	Peru	2012	patric,ncbi
SAMN06010220	Peru	2012	patric,ncbi
SAMN06010341	Peru	2012	patric,ncbi
SAMN06010345	Peru	2012	patric,ncbi
SAMN06010151	Peru	2012	patric,ncbi
SAMN06010325	Peru	2012	patric,ncbi
SAMN06010173	Peru	2012	patric,ncbi
SAMN06010201	Peru	2012	patric,ncbi
SAMEA1018865	United Kingdom	2008	patric,ncbi
SAMEA1016162	Russia	2008	patric,ncbi
SAMN05915265	Peru	2012	patric,ncbi
SAMN05916294	Peru	2012	patric,ncbi
SAMN05918643	Peru	2012	patric,ncbi
SAMN05918774	Peru	2012	patric,ncbi
SAMN05916339	Peru	2012	patric,ncbi
SAMN05918651	Peru	2012	patric,ncbi
SAMN05918731	Peru	2012	patric,ncbi
SAMN05918682	Peru	2012	patric,ncbi
SAMN05918698	Peru	2012	patric,ncbi
SAMN05918710	Peru	2012	patric,ncbi
SAMN05916412	Peru	2012	patric,ncbi
SAMN05916343	Peru	2012	patric,ncbi
SAMN05916431	Peru	2012	patric,ncbi
SAMN05919661	Peru	2012	patric,ncbi
SAMN05918949	Peru	2012	patric,ncbi
SAMN05919593	Peru	2012	patric,ncbi
SAMN05919624	Peru	2012	patric,ncbi
SAMN05919616	Peru	2012	patric,ncbi
SAMN05919647	Peru	2012	patric,ncbi
SAMN05918583	Peru	2012	patric,ncbi
SAMN05918588	Peru	2012	patric,ncbi
SAMN05915255	Peru	2012	patric,ncbi
SAMN05916259	Peru	2012	patric,ncbi
SAMN03921880	Kazakhstan	2011	patric,ncbi
SAMN07664876	Peru	2008	patric,ncbi
SAMN07664889	Peru	2008	patric,ncbi
SAMN06643392	Pakistan	2015	patric,ncbi
SAMEA2682939	Peru	1800	patric,ncbi
SAMEA2682710	Peru	2008	patric,ncbi
SAMEA2682836	Peru	2009	patric,ncbi
SAMEA2682715	Peru	2009	patric,ncbi
SAMEA2682750	Peru	2009	patric,ncbi
SAMEA2683040	Peru	2011	patric,ncbi
SAMEA2683064	Peru	2011	patric,ncbi
SAMEA2682841	Peru	2009	patric,ncbi
SAMEA2682854	Peru	2009	patric,ncbi
SAMEA2682676	Peru	2009	patric,ncbi
SAMEA2682720	Peru	2008	patric,ncbi
SAMEA2683142	Peru	2011	patric,ncbi
SAMEA2683072	Peru	2011	patric,ncbi
SAMEA2682882	Peru	2009	patric,ncbi
SAMN06010440	Peru	2012	patric,ncbi
SAMN06010138	Peru	2012	patric,ncbi
SAMN06010149	Peru	2012	patric,ncbi
SAMN06010167	Peru	2012	patric,ncbi
SAMEA1707419	Russia	2008	patric,ncbi
SAMEA961582	United Kingdom	2007	patric,ncbi
SAMEA1403745	Russia	2009	patric,ncbi
SAMN05915284	Peru	2012	patric,ncbi
SAMN05916328	Peru	2012	patric,ncbi
SAMN05916441	Peru	2012	patric,ncbi
SAMN05916429	Peru	2012	patric,ncbi
SAMN05916255	Peru	2012	patric,ncbi
SAMN05916334	Peru	2012	patric,ncbi
SAMN05916321	Peru	2012	patric,ncbi
SAMN05916459	Peru	2012	patric,ncbi
SAMN05916458	Peru	2012	patric,ncbi
SAMN05918563	Peru	2012	patric,ncbi
SAMN05919597	Peru	2012	patric,ncbi
SAMN03813775	United States	1999	patric,ncbi
SAMN03177474	South Korea	2005	patric,ncbi
SAMN03177494	South Korea	2006	patric,ncbi
SAMN05918777	Peru	2012	patric,ncbi
SAMN05916226	Peru	2012	patric,ncbi
SAMN05915267	Peru	2012	patric,ncbi
SAMN05916222	Peru	2012	patric,ncbi
SAMN05915270	Peru	2012	patric,ncbi
SAMEA1317620	South Africa		patric,ncbi
SAMEA1317668	South Africa		patric,ncbi
SAMEA2613829			patric,ncbi
SAMEA1523381	South Africa		patric,ncbi
SAMEA1317675	South Africa		patric,ncbi
SAMEA1523386	South Africa		patric,ncbi
SAMEA1523380	South Africa		patric,ncbi
SAMEA1317665	South Africa		patric,ncbi
SAMEA1317628	South Africa		patric,ncbi
SAMEA1317659	South Africa		patric,ncbi
SAMN07664836	Peru	2008	patric,ncbi
SAMN07664859	Peru	2008	patric,ncbi
SAMD00076256	Vietnam	2008	patric,ncbi
SAMD00076257	Vietnam	2008	patric,ncbi
SAMEA2682778	Peru	2009	patric,ncbi
SAMEA2682842	Peru	2009	patric,ncbi
SAMEA2682699	Peru	2008	patric,ncbi
SAMEA2682743	Peru	2009	patric,ncbi
SAMEA2682738	Peru	2009	patric,ncbi
SAMEA2683043	Peru	2010	patric,ncbi
SAMEA2683047	Peru	2011	patric,ncbi
SAMEA2683014	Peru	2011	patric,ncbi
SAMEA2683033	Peru	2011	patric,ncbi
SAMEA2682822	Peru	2009	patric,ncbi
SAMEA2682932	Peru	2010	patric,ncbi
SAMEA2683005	Peru	2011	patric,ncbi
SAMEA2683003	Peru	2011	patric,ncbi
SAMEA2682834	Peru	2009	patric,ncbi
SAMEA2682692	Peru	2009	patric,ncbi
SAMEA2683068	Peru	2011	patric,ncbi
SAMEA2682789	Peru	2009	patric,ncbi
SAMEA2682992	Peru	2011	patric,ncbi
SAMEA2682683	Peru	2009	patric,ncbi
SAMEA2682851	Peru	2009	patric,ncbi
SAMEA2682844	Peru	2009	patric,ncbi
SAMEA2683117	Peru	2012	patric,ncbi
SAMEA2682675	Peru	2009	patric,ncbi
SAMEA2682678	Peru	2009	patric,ncbi
SAMEA2682721	Peru	2009	patric,ncbi
SAMEA2682733	Peru	2009	patric,ncbi
SAMEA2682760	Peru	2009	patric,ncbi
SAMEA2683041	Peru	2011	patric,ncbi
SAMEA2683112	Peru	2012	patric,ncbi
SAMEA2682966	Peru	2010	patric,ncbi
SAMEA2682818	Peru	2009	patric,ncbi
SAMEA2683030	Peru	2007	patric,ncbi
SAMEA2682888	Peru	2010	patric,ncbi
SAMEA2682989	Peru	2011	patric,ncbi
SAMEA2683011	Peru	2011	patric,ncbi
SAMEA2682679	Peru	2009	patric,ncbi
SAMEA2682734	Peru	2009	patric,ncbi
SAMEA2682984	Peru	2011	patric,ncbi
SAMEA2682940	Peru	2009	patric,ncbi
SAMEA2682705	Peru	2009	patric,ncbi
SAMEA2682772	Peru	2009	patric,ncbi
SAMN06010346	Peru	2012	patric,ncbi
SAMN05830709	Peru	2012	patric,ncbi
SAMN05830711	Peru	2012	patric,ncbi
SAMN06010216	Peru	2012	patric,ncbi
SAMN06010397	Peru	2012	patric,ncbi
SAMN06010387	Peru	2012	patric,ncbi
SAMN06010329	Peru	2012	patric,ncbi
SAMN06010181	Peru	2012	patric,ncbi
SAMN06010125	Peru	2012	patric,ncbi
SAMEA1403867	Russia	2009	patric,ncbi
SAMEA1469511	United Kingdom	2011	patric,ncbi
SAMEA1016052	Russia	2008	patric,ncbi
SAMEA1016071	Russia	2008	patric,ncbi
SAMEA1016118	Russia	2008	patric,ncbi
SAMEA1403569	Russia	2009	patric,ncbi
SAMEA1403606	Russia	2009	patric,ncbi
SAMEA1403695	Russia	2008	patric,ncbi
SAMEA1403773	Russia	2009	patric,ncbi
SAMEA1707132	Russia	2008	patric,ncbi
SAMEA1707139	Russia	2008	patric,ncbi
SAMEA1707391	Russia	2010	patric,ncbi
SAMEA1707509	Russia	2009	patric,ncbi
SAMEA1707538	Russia	2009	patric,ncbi
SAMEA1019078	United Kingdom	2005	patric,ncbi
SAMEA968109	Netherlands	2008	patric,ncbi
SAMEA1706684	Netherlands	1995	patric,ncbi
SAMEA1016129	Russia	2008	patric,ncbi
SAMEA1403662	Russia	2009	patric,ncbi
SAMEA1403751	Russia	2009	patric,ncbi
SAMN05915292	Peru	2012	patric,ncbi
SAMN05916267	Peru	2012	patric,ncbi
SAMN05915275	Peru	2012	patric,ncbi
SAMN05916260	Peru	2012	patric,ncbi
SAMN05916231	Peru	2012	patric,ncbi
SAMN05916250	Peru	2012	patric,ncbi
SAMN05915263	Peru	2012	patric,ncbi
SAMN05916252	Peru	2012	patric,ncbi
SAMN05915269	Peru	2012	patric,ncbi
SAMN05916242	Peru	2012	patric,ncbi
SAMN05916392	Peru	2012	patric,ncbi
SAMN05916245	Peru	2012	patric,ncbi
SAMN05916282	Peru	2012	patric,ncbi
SAMN05916244	Peru	2012	patric,ncbi
SAMN05916453	Peru	2012	patric,ncbi
SAMN05916287	Peru	2012	patric,ncbi
SAMN05916452	Peru	2012	patric,ncbi
SAMN05916314	Peru	2012	patric,ncbi
SAMN05916451	Peru	2012	patric,ncbi
SAMN05918666	Peru	2012	patric,ncbi
SAMN05918715	Peru	2012	patric,ncbi
SAMN05916347	Peru	2012	patric,ncbi
SAMN05918559	Peru	2012	patric,ncbi
SAMN05919629	Peru	2012	patric,ncbi
SAMN05919607	Peru	2012	patric,ncbi
SAMN05918585	Peru	2012	patric,ncbi
SAMN03177481	South Korea	2005	patric,ncbi
SAMN03290700	Malaysia	2014	patric,ncbi
SAMEA1317643	South Africa		patric,ncbi
SAMEA1523364	South Africa		patric,ncbi
SAMEA1317631	South Africa		patric,ncbi
SAMEA1523383	Malaysia		patric,ncbi
SAMEA2682828	Peru	2009	patric,ncbi
SAMEA2682964	Peru	2011	patric,ncbi
SAMEA2683060	Peru	2011	patric,ncbi
SAMEA2682876	Peru	2009	patric,ncbi
SAMEA2682703	Peru	2008	patric,ncbi
SAMEA2682788	Peru	2009	patric,ncbi
SAMEA2682891	Peru	2009	patric,ncbi
SAMEA2683097	Peru	2012	patric,ncbi
SAMEA2682953	Peru	2009	patric,ncbi
SAMEA2682959	Peru	2009	patric,ncbi
SAMN06010219	Peru	2012	patric,ncbi
SAMN06010430	Peru	2012	patric,ncbi
SAMEA1469517	United Kingdom	2011	patric,ncbi
SAMEA1469523	United Kingdom	2011	patric,ncbi
SAMEA1015941	Russia	2009	patric,ncbi
SAMEA1403625	Russia	2008	patric,ncbi
SAMEA1403729	Russia	2009	patric,ncbi
SAMEA1403824	Russia	2009	patric,ncbi
SAMEA1403917	Russia	2009	patric,ncbi
SAMEA1404031	Russia	2008	patric,ncbi
SAMEA1707113	Russia	2008	patric,ncbi
SAMEA1707323	Russia	2010	patric,ncbi
SAMEA1706691	Netherlands	1998	patric,ncbi
SAMN05916266	Peru	2012	patric,ncbi
SAMN05916230	Peru	2012	patric,ncbi
SAMN05918726	Peru	2012	patric,ncbi
SAMN05918708	Peru	2012	patric,ncbi
SAMN05918628	Peru	2012	patric,ncbi
SAMN05918955	Peru	2012	patric,ncbi
SAMN02819975	Colombia	2006	patric,ncbi
SAMEA1317677	South Africa		patric,ncbi
SAMN02819977	Colombia	2006	patric,ncbi
SAMEA1523354	South Africa		patric,ncbi
SAMN07664850	Peru	2008	patric,ncbi
SAMN06010235	Peru	2012	patric,ncbi
SAMN06010240	Peru	2012	patric,ncbi
SAMN06010456	Peru	2012	patric,ncbi
SAMEA1403866	Russia	2008	patric,ncbi
SAMN05918730	Peru	2012	patric,ncbi
SAMN05918716	Peru	2012	patric,ncbi
SAMN05919571	Peru	2012	patric,ncbi
SAMN02741280	India	2010	patric,ncbi
SAMN02777055	Uruguay	2011	patric,ncbi
SAMN02911584	South Korea	2010	patric,ncbi
SAMN02911577	South Korea	2010	patric,ncbi
SAMN02911559	South Korea	2010	patric,ncbi
SAMN02911563	South Korea	2010	patric,ncbi
SAMN02911578	South Korea	2010	patric,ncbi
SAMN02911579	South Korea	2010	patric,ncbi
SAMN02911565	South Korea	2010	patric,ncbi
SAMN02911567	South Korea	2010	patric,ncbi
SAMN02911571	South Korea	2010	patric,ncbi
SAMN03258416	Colombia	2007	patric,ncbi
SAMEA1706707	Netherlands	1994	patric,ncbi
SAMEA1706687	Netherlands	1997	patric,ncbi
SAMEA1706661	Netherlands	2004	patric,ncbi
SAMEA968137	Netherlands	1995	patric,ncbi
SAMEA968193	Netherlands	1999	patric,ncbi
SAMEA968089	Netherlands	1999	patric,ncbi
SAMEA968097	Netherlands	2000	patric,ncbi
SAMEA968093	Netherlands	2000	patric,ncbi
SAMEA968168	Netherlands	1996	patric,ncbi
SAMEA968092	Netherlands	2002	patric,ncbi
SAMEA968185	Netherlands	2000	patric,ncbi
SAMEA1706700	Netherlands	1996	patric,ncbi
SAMEA968160	Netherlands	2003	patric,ncbi
SAMEA968183	Netherlands	1996	patric,ncbi
SAMN03253054			patric,ncbi
SAMN03257095	China	2007	patric,ncbi
SAMN07703425	United States	2014	patric,ncbi
SAMN07703427	United States	2014	patric,ncbi
SAMN07236911	United States	1991	patric,ncbi
SAMN07236906	United States	1991	patric,ncbi
SAMN07236909	United States	1991	patric,ncbi
SAMN07236908	United States	1991	patric,ncbi
SAMN07703428	United States	2014	patric,ncbi
SAMN04293604	China	2008	patric,ncbi
SAMN08214851	Canada	2005	patric,ncbi
SAMN07765903	Canada	2005	patric,ncbi
SAMN06094077	Peru	2012	patric,ncbi
SAMN06094086	Peru	2012	patric,ncbi
SAMN06094089	Peru	2012	patric,ncbi
SAMN06094096	Peru	2012	patric,ncbi
SAMN06094094	Peru	2012	patric,ncbi
SAMN06094098	Peru	2012	patric,ncbi
SAMN06094101	Peru	2012	patric,ncbi
SAMN06094121	Peru	2012	patric,ncbi
SAMN06094122	Peru	2012	patric,ncbi
SAMN06094148	Peru	2012	patric,ncbi
SAMN06094154	Peru	2012	patric,ncbi
SAMN06094155	Peru	2012	patric,ncbi
SAMN06094181	Peru	2012	patric,ncbi
SAMN06094182	Peru	2012	patric,ncbi
SAMN06094183	Peru	2012	patric,ncbi
SAMN06094112	Peru	2012	patric,ncbi
SAMN06094070	Peru	2012	patric,ncbi
SAMN06094083	Peru	2012	patric,ncbi
SAMN06094095	Peru	2012	patric,ncbi
SAMN06094100	Peru	2012	patric,ncbi
SAMN06094111	Peru	2012	patric,ncbi
SAMN06094114	Peru	2012	patric,ncbi
SAMN06094119	Peru	2012	patric,ncbi
SAMN06094131	Peru	2012	patric,ncbi
SAMN06094132	Peru	2012	patric,ncbi
SAMN06094135	Peru	2012	patric,ncbi
SAMN06094156	Peru	2012	patric,ncbi
SAMN06094167	Peru	2012	patric,ncbi
SAMN06094180	Peru	2012	patric,ncbi
SAMN06094177	Peru	2012	patric,ncbi
SAMN06094178	Peru	2012	patric,ncbi
SAMN06094184	Peru	2012	patric,ncbi
SAMN06094194	Peru	2012	patric,ncbi
SAMN06094195	Peru	2012	patric,ncbi
SAMN06094198	Peru	2012	patric,ncbi
SAMN06094199	Peru	2012	patric,ncbi
SAMN06094201	Peru	2012	patric,ncbi
SAMN06094202	Peru	2012	patric,ncbi
SAMN06094203	Peru	2012	patric,ncbi
SAMN06094213	Peru	2012	patric,ncbi
SAMN06094215	Peru	2012	patric,ncbi
SAMN06094217	Peru	2012	patric,ncbi
SAMN06094220	Peru	2012	patric,ncbi
SAMN06761088	India	2012	patric,ncbi
SAMN10273232	China	2015	patric,ncbi
SAMN10273209	China	2015	patric,ncbi
SAMN10273230	China	2015	patric,ncbi
SAMN10273239	China	2015	patric,ncbi
SAMN10273240	China	2015	patric,ncbi
SAMEA2682857	Peru	2009	patric,ncbi
SAMEA2682860	Peru	2010	patric,ncbi
SAMEA2682863	Peru	2009	patric,ncbi
SAMEA2682873	Peru	2009	patric,ncbi
SAMEA2682687	Peru	2008	patric,ncbi
SAMEA2682923	Peru	2010	patric,ncbi
SAMEA103911210			patric,ncbi
SAMN07236487	Thailand	2003	patric,ncbi
SAMN07236262	Thailand	2004	patric,ncbi
SAMN07236343	Thailand	2007	patric,ncbi
SAMN07236406	Thailand	2012	patric,ncbi
SAMN07236520	Thailand	2008	patric,ncbi
SAMN07236360	Thailand	2008	patric,ncbi
SAMN07236314	Thailand	2012	patric,ncbi
SAMN07236441	Thailand	2000	patric,ncbi
SAMN07236317	Thailand	2012	patric,ncbi
SAMN07236380	Thailand	2009	patric,ncbi
SAMN07236271	Thailand	2006	patric,ncbi
SAMN07236517	Thailand	2007	patric,ncbi
SAMN07236393	Thailand	2010	patric,ncbi
SAMN07236418	Thailand	2006	patric,ncbi
SAMN07236482	Thailand	2005	patric,ncbi
SAMN07236457	Thailand	2003	patric,ncbi
SAMN07236338	Thailand	2006	patric,ncbi
SAMN07236291	Thailand	2009	patric,ncbi
SAMN07236283	Thailand	2009	patric,ncbi
SAMN07236515	Thailand	2007	patric,ncbi
SAMN07236298	Thailand	2010	patric,ncbi
SAMN07236407	Thailand	2012	patric,ncbi
SAMN07236341	Thailand	2007	patric,ncbi
SAMN07236292	Thailand	2009	patric,ncbi
SAMN07236473	Thailand	2004	patric,ncbi
SAMN07236254	Thailand	2006	patric,ncbi
SAMN07236513	Thailand	2007	patric,ncbi
SAMN07236401	Thailand	2010	patric,ncbi
SAMN07236434	Thailand	2009	patric,ncbi
SAMN07236310	Thailand	2012	patric,ncbi
SAMN07236277	Thailand	2008	patric,ncbi
SAMN07236305	Thailand	2012	patric,ncbi
SAMN07236481	Thailand	1999	patric,ncbi
SAMN07236453	Thailand	2000	patric,ncbi
SAMN07236419	Thailand	2007	patric,ncbi
SAMN07236272	Thailand	2007	patric,ncbi
SAMN07236431	Thailand	2008	patric,ncbi
SAMN07236505	Thailand	2006	patric,ncbi
SAMN07236288	Thailand	2009	patric,ncbi
SAMN07236521	Thailand	2008	patric,ncbi
SAMN07236349	Thailand	2007	patric,ncbi
SAMN07236426	Thailand	2007	patric,ncbi
SAMN07236399	Thailand	2010	patric,ncbi
SAMN07236411	Thailand	2012	patric,ncbi
SAMN07236530	Thailand	2010	patric,ncbi
SAMN07236370	Thailand	2009	patric,ncbi
SAMN07236397	Thailand	2010	patric,ncbi
SAMN07236354	Thailand	2008	patric,ncbi
SAMN07236410	Thailand	2012	patric,ncbi
SAMN07236402	Thailand	2010	patric,ncbi
SAMN07236527	Thailand	2009	patric,ncbi
SAMN07236315	Thailand	2012	patric,ncbi
SAMN07236373	Thailand	2009	patric,ncbi
SAMN07236438	Thailand	2009	patric,ncbi
SAMN07236512	Thailand	2004	patric,ncbi
SAMN07360951	Thailand	2009	patric,ncbi
SAMN07236390	Thailand	2010	patric,ncbi
SAMN07236334	Thailand	2006	patric,ncbi
SAMN07236478	Thailand	2004	patric,ncbi
SAMN07236449	Thailand	2000	patric,ncbi
SAMN07236321	Thailand	2013	patric,ncbi
SAMN07236371	Thailand	2009	patric,ncbi
SAMN07236413	Thailand	2012	patric,ncbi
SAMN07236252	Thailand	2004	patric,ncbi
SAMN07236270	Thailand	2005	patric,ncbi
SAMN07236409	Thailand	2012	patric,ncbi
SAMN07236306	Thailand	2012	patric,ncbi
SAMN07236459	Thailand	1998	patric,ncbi
SAMN07236258	Thailand	2007	patric,ncbi
SAMN07236430	Thailand	2007	patric,ncbi
SAMN07236358	Thailand	2008	patric,ncbi
SAMN07236266	Thailand	2005	patric,ncbi
SAMN07236417	Thailand	2013	patric,ncbi
SAMN07236388	Thailand	2010	patric,ncbi
SAMN07236287	Thailand	2009	patric,ncbi
SAMN07236420	Thailand	2008	patric,ncbi
SAMN07360952	Thailand	2010	patric,ncbi
SAMN07236267	Thailand	2006	patric,ncbi
SAMN07236452	Thailand	2000	patric,ncbi
SAMN07236357	Thailand	2008	patric,ncbi
SAMN07236264	Thailand	2007	patric,ncbi
SAMN07236456	Thailand	2002	patric,ncbi
SAMN07236368	Thailand	2009	patric,ncbi
SAMN07236524	Thailand	2008	patric,ncbi
SAMN07236446	Thailand	2000	patric,ncbi
SAMN07236531	Thailand	2011	patric,ncbi
SAMN02673326	Mali	2010	patric,ncbi
SAMN02673327	Mali	2007	patric,ncbi
SAMN02673329	Mali	2007	patric,ncbi
SAMEA961577	United Kingdom	2003	patric,ncbi
SAMEA104394386	Germany		patric
SAMEA104394388	Germany		patric
SAMEA104394389	Germany		patric
SAMEA104394391	Germany		patric
SAMEA104394393	Germany		patric
SAMEA104394397	Germany		patric
SAMEA104394408	Germany		patric
SAMEA104394412	Germany		patric
SAMEA104394413	Germany		patric
SAMEA104394417	Germany		patric
SAMEA104394418	Germany		patric
SAMEA104394423	Germany		patric
SAMEA104394424	Germany		patric
SAMEA104394426	Germany		patric
SAMEA104394428	Germany		patric
SAMEA104394432	Germany		patric
SAMEA104394435	Germany		patric
SAMEA104394436	Eswatini		patric
SAMEA104394440	Germany		patric
SAMEA104394441	Germany		patric
SAMEA104394442	Germany		patric
SAMEA104394443	Germany		patric
SAMEA104394444	Germany		patric
SAMEA104394449	Germany		patric
SAMEA104394454	Germany		patric
SAMEA104394456	Germany		patric
SAMEA104394463	Germany		patric
SAMEA104394465	Germany		patric
SAMEA104394467	Germany		patric
SAMEA104394471	Germany		patric
SAMEA104394477	Germany		patric
SAMEA104394480	Germany		patric
SAMEA104394481	Germany		patric
SAMEA104394482	Germany		patric
SAMEA104394488	Germany		patric
SAMEA104394489	Germany		patric
SAMEA104394490	Germany		patric
SAMEA104394493	Germany		patric
SAMEA104394494	Germany		patric
SAMEA104394498	Germany		patric
SAMEA104394499	Germany		patric
SAMEA104394503	Germany		patric
SAMEA104394508	Germany		patric
SAMEA104394509	Germany		patric
SAMEA104394511	Germany		patric
SAMEA104394513	Germany		patric
SAMEA104394519	Germany		patric
SAMEA104394521	Germany		patric
SAMEA104394528	Eswatini		patric
SAMEA104394530	Eswatini		patric
SAMEA104394536	Eswatini		patric
SAMEA104394537	Eswatini		patric
SAMEA104394538	Eswatini		patric
SAMEA104394539	Eswatini		patric
SAMEA104394549	Eswatini		patric
SAMEA104394555	Eswatini		patric
SAMEA104394558	Germany		patric
SAMEA104394561	Germany		patric
SAMEA104394562	Germany		patric
SAMEA104394564	Germany		patric
SAMEA104394565	Germany		patric
SAMEA104394566	Germany		patric
SAMEA104394567	Germany		patric
SAMEA104394569	Eswatini		patric
SAMEA104394571	Eswatini		patric
SAMEA104394572	Eswatini		patric
SAMEA104394575	Eswatini		patric
SAMEA104394580	Eswatini		patric
SAMEA104394581	Eswatini		patric
SAMEA104394583	Germany		patric
SAMEA104394586	Eswatini		patric
SAMEA104394590	Eswatini		patric
SAMEA104394596	Eswatini		patric
SAMEA104394605	Eswatini		patric
SAMEA104394606	Germany		patric
SAMEA104394609	Eswatini		patric
SAMEA104394612	Eswatini		patric
SAMEA104394615	Eswatini		patric
SAMEA104394616	Eswatini		patric
SAMEA104394617	Eswatini		patric
SAMEA104394624	Eswatini		patric
SAMEA104394627	Eswatini		patric
SAMEA104394629	Eswatini		patric
SAMEA104394630	Eswatini		patric
SAMEA104394631	Germany		patric
SAMEA104394632	Germany		patric
SAMEA104394633	Eswatini		patric
SAMEA104394636	Eswatini		patric
SAMEA104394637	Germany		patric
SAMEA104394639	Eswatini		patric
SAMEA104394643	Germany		patric
SAMEA104394647	Germany		patric
SAMEA104394654	Germany		patric
SAMEA104394656	Eswatini		patric
SAMEA104394657	Eswatini		patric
SAMEA104394658	Eswatini		patric
SAMEA104394660	Eswatini		patric
SAMEA104394661	Germany		patric
SAMEA104394662	Germany		patric
SAMEA104394672	Eswatini		patric
SAMEA2534178	Germany		patric
SAMEA104394683	Germany		patric
SAMEA104394684	Germany		patric
SAMEA104394686	Germany		patric
SAMEA104394688	Germany		patric
SAMEA104394690	Germany		patric
SAMEA104394694	Germany		patric
SAMEA104394695	Germany		patric
SAMEA104394696	Germany		patric
SAMEA104394698	Germany		patric
SAMEA104394699	Germany		patric
SAMEA104394700	Germany		patric
SAMEA104394702	Germany		patric
SAMEA104394706	Germany		patric
SAMEA104394709	Eswatini		patric
SAMEA104394711	Germany		patric
SAMEA104394712	Germany		patric
SAMEA104394713	Germany		patric
SAMEA104394714	Germany		patric
SAMEA1100844	United Kingdom		patric,ncbi
SAMEA1100845	United Kingdom		patric,ncbi
SAMEA1100851	United Kingdom		patric,ncbi
SAMEA1100852	United Kingdom		patric,ncbi
SAMEA1100853	United Kingdom		patric,ncbi
SAMEA1100860	United Kingdom		patric,ncbi
SAMEA1100856	United Kingdom		patric,ncbi
SAMEA1100857	United Kingdom		patric,ncbi
SAMEA1100866	United Kingdom		patric,ncbi
SAMEA1100868	United Kingdom		patric,ncbi
SAMEA1100878	United Kingdom		patric,ncbi
SAMEA1100885	United Kingdom		patric,ncbi
SAMEA1100886	United Kingdom		patric,ncbi
SAMEA1101273	Peru		patric,ncbi
SAMEA1101274	Peru		patric,ncbi
SAMEA1101275	Peru		patric,ncbi
SAMEA1101278	Peru		patric,ncbi
SAMEA1101279	Peru		patric,ncbi
SAMEA1101281	Peru		patric,ncbi
SAMEA1101283	Peru		patric,ncbi
SAMEA1101284	Peru		patric,ncbi
SAMEA1101288	Peru		patric,ncbi
SAMEA1101289	Peru		patric,ncbi
SAMEA1101292	Peru		patric,ncbi
SAMEA1101293	Peru		patric,ncbi
SAMEA1101294	Peru		patric,ncbi
SAMEA1101296	Peru		patric,ncbi
SAMEA1101298	Peru		patric,ncbi
SAMEA1101299	Peru		patric,ncbi
SAMEA1101302	Peru		patric,ncbi
SAMEA1101303	Peru		patric,ncbi
SAMEA1101306	Peru		patric,ncbi
SAMEA1101307	Peru		patric,ncbi
SAMEA1101310	Peru		patric,ncbi
SAMEA1101318	Peru		patric,ncbi
SAMEA1101330	Peru		patric,ncbi
SAMEA1101333	Peru		patric,ncbi
SAMEA1101335	Peru		patric,ncbi
SAMEA1101340	Peru		patric,ncbi
SAMEA1101364	Peru		patric,ncbi
SAMEA1101366	Peru		patric,ncbi
SAMEA1101368	Peru		patric,ncbi
SAMEA1101373	Peru		patric,ncbi
SAMEA1101377	Peru		patric,ncbi
SAMEA1101378	Peru		patric,ncbi
SAMEA1101379	Peru		patric,ncbi
SAMEA1101381	Peru		patric,ncbi
SAMEA1101385	Peru		patric,ncbi
SAMEA1101386	Peru		patric,ncbi
SAMEA1101391	Peru		patric,ncbi
SAMEA1101432	Peru		patric,ncbi
SAMEA1101435	Peru		patric,ncbi
SAMEA1101436	Peru		patric,ncbi
SAMEA1101437	Peru		patric,ncbi
SAMEA1101439	Peru		patric,ncbi
SAMEA1101441	Peru		patric,ncbi
SAMEA1101442	Peru		patric,ncbi
SAMEA1101445	Peru		patric,ncbi
SAMEA1101446	Peru		patric,ncbi
SAMEA1101448	Pakistan		patric,ncbi
SAMEA1101449	Pakistan		patric,ncbi
SAMEA1101450	Pakistan		patric,ncbi
SAMEA1101457	Pakistan		patric,ncbi
SAMEA1101458	Pakistan		patric,ncbi
SAMEA1101491	Pakistan		patric,ncbi
SAMEA1101501	Pakistan		patric,ncbi
SAMEA1101506	Pakistan		patric,ncbi
SAMEA1101508	Pakistan		patric,ncbi
SAMEA1101511	Pakistan		patric,ncbi
SAMEA1101512	Pakistan		patric,ncbi
SAMEA1101519	Pakistan		patric,ncbi
SAMEA1101523	Italy		patric,ncbi
SAMEA1101526	Pakistan		patric,ncbi
SAMEA1101528	Pakistan		patric,ncbi
SAMEA1101530	Pakistan		patric,ncbi
SAMEA1101531	Pakistan		patric,ncbi
SAMEA1101533	Pakistan		patric,ncbi
SAMEA1101542	Pakistan		patric,ncbi
SAMEA1101546	Pakistan		patric,ncbi
SAMEA1101550	Pakistan		patric,ncbi
SAMEA1101553	Pakistan		patric,ncbi
SAMEA1101554	Pakistan		patric,ncbi
SAMEA1101555	Pakistan		patric,ncbi
