Isolate	AMIKACIN	AMOXICILLIN	CAPREOMYCIN	CIPROFLOXACIN	CYCLOSERINE	ETHAMBUTOL	ETHIONAMIDE	ISONIAZID	KANAMYCIN	MOXIFLOXACIN	OFLOXACIN	PARA_AMINOSALICYLIC_ACID	PROTHIONAMIDE	PYRAZINAMIDE	RIFAMPICIN	STREPTOMYCIN
SAMEA104394709						S		S							S	
SAMEA104394711						S		S						S	S	
SAMEA104394712						S		S						S	S	
SAMEA104394713						S		S						S	S	
SAMEA104394714						S		S						S	S	
SAMEA104394715						S		S						S	S	
SAMEA104394716						S		R						R	R	
SAMEA104394717						S		S						S	S	
SAMEA104394718						S		S						S	S	
SAMEA1100844						S		S						S	S	
SAMEA1100845						S		S						S	S	
SAMEA1100846						S		S						S	S	
SAMEA1100847						S		S						S	S	
SAMEA1100848						S		S						S	S	
SAMEA1100849						S		S						S	S	
SAMEA1100850						S		S						S	S	
SAMEA1100851						S		S						S	S	
SAMEA1100852						S		S						S	S	
SAMEA1100853						S		S						S	S	
SAMEA1100854						S		S						S	S	
SAMEA1100855						S		S						S	S	
SAMEA1100856						S		S						S	S	
SAMEA1100857						S		S						S	S	
SAMEA1100860						S		R						S	S	
SAMEA1100862								R						S	R	
SAMEA1100864						S		S						S	S	
SAMEA1100866						S		S						S	S	
SAMEA1100868						S		R						S	S	
SAMEA1100870						S		S						S	S	
SAMEA1100872						S		R						S	S	
SAMEA1100874						S		S						S	S	
SAMEA1100876						S		S						S	S	
SAMEA1100878						S		R						S	S	
SAMEA1100880						S		S						S	S	
SAMEA1100881						S		S						S	S	
SAMEA1100882						S		S						S	S	
SAMEA1100883						S		S						S	S	
SAMEA1100884						S		S						S	S	
SAMEA1100885						S		S						S	S	
SAMEA1100886						R		R						S	R	
SAMEA1100887						S		S						S	S	
SAMEA1101271								S							R	
SAMEA1101272								R							R	
SAMEA1101273								R							S	
SAMEA1101274								R							S	
SAMEA1101275								R							R	
SAMEA1101276								R							R	
SAMEA1101277								R							S	
SAMEA1101278								R							R	
SAMEA1101279								R							R	
SAMEA1101280								S							R	
SAMEA1101281								R							R	
SAMEA1101282								R							S	
SAMEA1101283								R							R	
SAMEA1101284								S							R	
SAMEA1101285								R							S	
SAMEA1101287								R							S	
SAMEA1101288								S							R	
SAMEA1101289								R							R	
SAMEA1101290								R							S	
SAMEA1101291								R							R	
SAMEA1101292								R							S	
SAMEA1101293								S							R	
SAMEA1101294								S							S	
SAMEA1101295								R							S	
SAMEA1101296								R							R	
SAMEA1101297								R							R	
SAMEA1101298								R							S	
SAMEA1101299								R							S	
SAMEA1101300								S							S	
SAMEA1101301								S							S	
SAMEA1101302								R							R	
SAMEA1101303								R							R	
SAMEA1101304								R							S	
SAMEA1101305								R							S	
SAMEA1101306								R							S	
SAMEA1101307								R							R	
SAMEA1101308								R							R	
SAMEA1101309								R							S	
SAMEA1101310								R							R	
SAMEA1101311								R							R	
SAMEA1101312								S							R	
SAMEA1101317								R							R	
SAMEA1101318								R							R	
SAMEA1101326								S							R	
SAMEA1101327								R							S	
SAMEA1101328								R							R	
SAMEA1101329								R							R	
SAMEA1101330								S							S	
SAMEA1101331								R							S	
SAMEA1101333								S							S	
SAMEA1101334								R							S	
SAMEA1101335								R							S	
SAMEA1101336								R							R	
SAMEA1101337								S							R	
SAMEA1101339								S							R	
SAMEA1101340								R							R	
SAMEA1101363								S							S	
SAMEA1101364								R							R	
SAMEA1101365								R							R	
SAMEA1101366								R							R	
SAMEA1101367								R							R	
SAMEA1101368								R							R	
SAMEA1101370								R							S	
SAMEA1101371								R							R	
SAMEA1101372								S							R	
SAMEA1101373								R							R	
SAMEA1101374								S							R	
SAMEA1101375								R							S	
SAMEA1101376								R							R	
SAMEA1101377								R							S	
SAMEA1101378								S							R	
SAMEA1101379								R							R	
SAMEA1101380								R							S	
SAMEA1101381								R							S	
SAMEA1101382								R							S	
SAMEA1101383								S							S	
SAMEA1101384								R							S	
SAMEA1101385								R							S	
SAMEA1101386								R							S	
SAMEA1101387								R							S	
SAMEA1101388								R							R	
SAMEA1101389								S							R	
SAMEA1101390								R							S	
SAMEA1101391								S							R	
SAMEA1101392								R							R	
SAMEA1101393								R							S	
SAMEA1101394								R							R	
SAMEA1101395								R							R	
SAMEA1101396								R							R	
SAMEA1101397								S							S	
SAMEA1101398								R							R	
SAMEA1101427								R							S	
SAMEA1101428								R							S	
SAMEA1101429								R							R	
SAMEA1101430								R							R	
SAMEA1101431								S							R	
SAMEA1101432								R							S	
SAMEA1101433								S							R	
SAMEA1101434								S							S	
SAMEA1101435								R							S	
SAMEA1101436								S							R	
SAMEA1101437								R							R	
SAMEA1101438								S							R	
SAMEA1101439								R							R	
SAMEA1101440								R							R	
SAMEA1101441								R							S	
SAMEA1101442								R							S	
SAMEA1101443								R							R	
SAMEA1101444								S							S	
SAMEA1101445								R							S	
SAMEA1101446								R							S	
SAMEA1101447								R							R	
SAMEA1101449						S		S						S	R	
SAMEA1101450						R		R						S	R	
SAMEA1101451						R		R						R	R	
SAMEA1101452						S		S							S	
SAMEA1101453						S		S						S	S	
SAMEA1101454						R		R						S	R	
SAMEA1101455						S		R						S	R	
SAMEA1101456						R		R						R	R	
SAMEA1101457						R		R						R	R	
SAMEA1101458						S		S						S	R	
SAMEA1101459						R		R						R	R	
SAMEA1101491						S		S						S	S	
SAMEA1101492						R		R						S	R	
SAMEA1101499						R		R						S	R	
SAMEA1101500						S		S						S	S	
SAMEA1101501						S		S						S	S	
SAMEA1101502						R		R						S	R	
SAMEA1101503						S		S						S	S	
SAMEA1101504						S		R						S	S	
SAMEA1101505						S		S						S	S	
SAMEA1101506						S		R							R	
SAMEA1101507						R		R						S	R	
SAMEA1101508						S		R						S	R	
SAMEA1101509						S		S						S	S	
SAMEA1101510						S		S							S	
SAMEA1101511						S		S						S	S	
SAMEA1101512						S		R							R	
SAMEA1101513						R		R						R	R	
SAMEA1101514						R		R						S	R	
SAMEA1101515						S		S						S	S	
SAMEA1101516						S		R						S	R	
SAMEA1101517						S		S						S	S	
SAMEA1101518						S		S						S	S	
SAMEA1101519						S		S						S	S	
SAMEA1101520						R		R						S	S	
SAMEA1101523						R		R						R	R	
SAMEA1101524						R		R						S	R	
SAMEA1101525						S		S						S	S	
SAMEA1101526						R		R						R	R	
SAMEA1101527								R						S	S	
SAMEA1101528						R		R						R	R	
SAMEA1101529						S		R						R	R	
SAMEA1101530						R		R						S	R	
SAMEA1101531						S		S						S	S	
SAMEA1101532								S						S	S	
SAMEA1101533						R		R						R	R	
SAMEA1101534						S		R						S	R	
SAMEA1101535						S		R						S	R	
SAMEA1101536						R		R						R	R	
SAMEA1101537						R		R						R	R	
SAMEA1101538						S		R						R	R	
SAMEA1101539						S		R						R	R	
SAMEA1101540						S		R						S	R	
SAMEA1101541						R		R						R	R	
SAMEA1101542						S		R						S	R	
SAMEA1101543						R		R						R	R	
SAMEA1101544						R		R						R	R	
SAMEA1101545						R		R						R	R	
SAMEA1101546						S		R						S	R	
SAMEA1101547						S		R						S	R	
SAMEA1101548						R		R						S	R	
SAMEA1101549						R		R						R	R	
SAMEA1101550						R		R						S	R	
SAMEA1101551						S		R						S	R	
SAMEA1101552						S		S						S	S	
SAMEA1101553						R		R						S	R	
SAMEA1101554						R		R						S	R	
SAMEA1101555						R		R						R	R	
SAMEA1101556						R		R						R	R	
SAMEA1101557						R		R						S	R	
SAMEA1101558						S		S							S	
SAMEA1101579						R		R						S	R	
SAMEA1101586						R		R						R	R	
SAMEA1101587						R		R						R	R	
SAMEA1101588						S		R						R	R	
SAMEA1101589						S		S						S	S	
SAMEA1101590						S		S						S	S	
SAMEA1101591						R		R						R	R	
SAMEA1101592						S		S						S	S	
SAMEA1101593						S		S						S	S	
SAMEA1101594						R		R						R	R	
SAMEA1101595						S		S						S	S	
SAMEA1101596						R		R						S	R	
SAMEA1101597						S		S							S	
SAMEA1101598						S		S						S	S	
SAMEA1101599						R		R						R	R	
SAMEA1101600						S		S						S	S	
SAMEA1101601								R						S	S	
SAMEA1101602						S		S						S	S	
SAMEA1101604						S		S						S	S	
SAMEA1101605						S		S						S	S	
SAMEA1101606						R		R						R	R	
SAMEA1101607						S		S						S	S	
SAMEA1101608						R		R						R	R	
SAMEA1101609						S		S						S	S	
SAMEA1101611						R		R						R	R	
SAMEA1101612						R		R						R	R	
SAMEA1101613						S		R						S	R	
SAMEA1101614						S		S						S	S	
SAMEA1101615						S		S							S	
SAMEA1101616						S		S						S	S	
SAMEA1101617						S		R						S	R	
SAMEA1101618						S		S						S	S	
SAMEA1101619						S		R						S	S	
SAMEA1101620						R		R						R	R	
SAMEA1101621						S		R						R	R	
SAMEA1101622						R		R						S	R	
SAMEA1101623						S		R						S	R	
SAMEA1101624						R		R						S	R	
SAMEA1101625						R		R						S	R	
SAMEA1101627						R		R						S	R	
SAMEA1101628						R		R						S	R	
SAMEA1101629						R		R						R	R	
SAMEA1101630						S		S						S	S	
SAMEA1101631						R		R						R	R	
SAMEA1101632						R		R						R	R	
SAMEA1101633						S		S						S	S	
SAMEA1101634						R		R						S	R	
SAMEA1101659						S		R						S	R	
SAMEA1101660						R		R						S	R	
SAMEA1101661						R		R						R	R	
SAMEA1101662						S		S						S	S	
SAMEA1101663						R		R						R	R	
SAMEA1101665						R		R						S	R	
SAMEA1101666						R		R						S	R	
SAMEA1101667						S		S						S	S	
SAMEA1101669						S		S						S	S	
SAMEA1101670						R		R						S	R	
SAMEA1101671								R						S	S	
SAMEA1101672						S		S						S	S	
SAMEA1101673						R		R						S	R	
SAMEA1101674						R		R						R	R	
SAMEA1101675						R		R						S	R	
SAMEA1101676						S		S						S	S	
SAMEA1101677						S		S						S	S	
SAMEA1101678						R		R						S	R	
SAMEA1101679						S		S						S	S	
SAMEA1101681						S		R						R	R	
SAMEA1101682						R		R						R	R	
SAMEA1101683						S		R						S	R	
SAMEA1101685						R		R						R	R	
SAMEA1101686						R		R						R	R	
SAMEA1101687						R		R						R	R	
SAMEA1101688						R		R						S	R	
SAMEA1101689						R		R						S	R	
SAMEA1101690						R		R						R	R	
SAMEA1101691						R		R						R	R	
SAMEA1101692						R		R						S	R	
SAMEA1101693						R		R						S	R	
SAMEA1101694						S		R						S	R	
SAMEA1101695						S		R						S	R	
SAMEA1101696						R		R						R	R	
SAMEA1101697						R		R						R	R	
SAMEA1101698						R		R						R	R	
SAMEA1101699						S		R						S	R	
SAMEA1101700						R		R						S	R	
SAMEA1101701						R		R						R	R	
SAMEA1101702						R		R						S	R	
SAMEA1101703						R		R						R	R	
SAMEA1101704						S		R						S	R	
SAMEA1101705						R		R						S	R	
SAMEA1101706						R		R						R	R	
SAMEA1101707						S		R						S	R	
SAMEA1101708						R		R						S	R	
SAMEA1101709						R		R						R	R	
SAMEA1101710						S		R						S	R	
SAMEA1101711						R		R						R	R	
SAMEA1101712						S		R						R	R	
SAMEA1101713						R		R						S	R	
SAMEA1101714						R		R						R	R	
SAMEA1101715						S		R						S	R	
SAMEA1101716						R		R						R	R	
SAMEA1101717						R		R						R	R	
SAMEA1101718								R						S	R	
SAMEA1101719						R		R						R	R	
SAMEA1101720						R		R						S	R	
SAMEA1101721						R		R						R	R	
SAMEA1101722						R		R						S	R	
SAMEA1101723						S		R						R	R	
SAMEA1101724						R		R						S	R	
SAMEA1101725						R		R						R	R	
SAMEA1101726						R		R						S	R	
SAMEA1101727						R		R						R	R	
SAMEA1101728						S		R						S	R	
SAMEA1101729						S		R						S	R	
SAMEA1101730						R		R							R	
SAMEA1101731						S		R						R	R	
SAMEA1101732						R		R						R	R	
SAMEA1101733						S		R						S	R	
SAMEA1101734						S		R						S	R	
SAMEA1101735						R		R						S	R	
SAMEA1101736						R		R						S	R	
SAMEA1101737						S		R						S	R	
SAMEA1101738						R		R						R	R	
SAMEA1101739						R		R						R	R	
SAMEA1101740						R		R						R	R	
SAMEA1101741						R		R						S	R	
SAMEA1101742						S		S						S	S	
SAMEA1101743						R		R						S	R	
SAMEA1101744						S		R						S	S	
SAMEA1101745						S		R						S	S	
SAMEA1101746						R		R						S	R	
SAMEA1101747						S		R						R	R	
SAMEA1101748						R		R						S	R	
SAMEA1101749						R		R						S	R	
SAMEA1101750						S		R						S	R	
SAMEA1101751						R		R						S	R	
SAMEA1101752								R						S	R	
SAMEA1101753						R		R						S	R	
SAMEA1101754								R						R	R	
SAMEA1101755						R		R						S	R	
SAMEA1101756						R		R						R	R	
SAMEA1101757						R		R						R	R	
SAMEA1101758						S		R						R	R	
SAMEA1101759						R		R						R	R	
SAMEA1101760						S		R						S	R	
SAMEA1101761						S		R						S	R	
SAMEA1101762						R		R						S	R	
SAMEA1101763						R		R						S	R	
SAMEA1101765						R		R						R	R	
SAMEA1101766						R		R						S	R	
SAMEA1101767						S		S						S	S	
SAMEA1101768						S		R						S	R	
SAMEA1101769						S		R						S	R	
SAMEA1101770						S		R						R	R	
SAMEA1101771						R		R						S	R	
SAMEA1101772						R		R						S	R	
SAMEA1101773						R		R						S	R	
SAMEA1101775						S		R						S	R	
SAMEA1101776						R		R						R	R	
SAMEA1101777						R		R						S	R	
SAMEA1101778						R		R						R	R	
SAMEA1101780						R		R						S	R	
SAMEA1101781						R		R						R	R	
SAMEA1101783						S		R						S	R	
SAMEA1101784						R		R						R	R	
SAMEA1101785						R		R						S	R	
SAMEA1101786						R		R						S	R	
SAMEA1101787						S		R						S	R	
SAMEA1101788						R		R						S	R	
SAMEA1101789						R		R						R	R	
SAMEA1101790						R		R						S	R	
SAMEA1101791						R		R						R	R	
SAMEA1101792						R		R						S	R	
SAMEA1101793						S		R						R	R	
SAMEA1101795						R		R						R	R	
SAMEA1101797						R		R						R	R	
SAMEA1101798						S		S						S	R	
SAMEA1101800						S		R						S	R	
SAMEA1101802								R						R	R	
SAMEA1101803						S		R						R	R	
SAMEA1101805						S		S						S	R	
SAMEA1101807						R		R						S	R	
SAMEA1101808						R		R						S	R	
SAMEA1101809						S		R						S	R	
SAMEA1101813						S		R						R	R	
SAMEA1101814						S		R						R	R	
SAMEA1101815						R		R						S	R	
SAMEA1101816						R		R						R	R	
SAMEA1101817						S		R						R	R	
SAMEA1101818						R		R						S	R	
SAMEA1101819						R		R						S	R	
SAMEA1101826						R		R						R	R	
SAMEA1101833						R		R						R	R	
SAMEA1101834						R		R						S	R	
SAMEA1101835						S		R						R	R	
SAMEA1101837						R		R						S	R	
SAMEA1101838						R		R						S	R	
SAMEA1101839						S		R						S	R	
SAMEA1101840						R		R						R	R	
SAMEA1101876						S		R						S	R	
SAMEA1101877						R		R						R	R	
SAMEA1101878						R		R						R	R	
SAMEA1101879						S		R						R	R	
SAMEA1101880						R		R						R	R	
SAMEA1101882						R		R						R	R	
SAMEA1101883						R		R						S	R	
SAMEA1101884						R		R						S	R	
SAMEA1101885						R		R						R	R	
SAMEA1101886						S		R						S	R	
SAMEA1101887						R		R						R	R	
SAMEA1101888						R		R						S	R	
SAMEA1101889						S		R						S	R	
SAMEA1101890						R		R						S	R	
SAMEA1101892						R		R						S	R	
SAMEA1101893						R		R						R	R	
SAMEA1101894						R		R						S	R	
SAMEA1101895						S		S						S	S	
SAMEA1101896						R		R						R	R	
SAMEA1101907						R		R						S	R	
SAMEA1102054						R		R						S	R	
SAMEA1102186						R		R						S	R	
SAMEA1102211						R		R						S	R	
SAMEA1102212						R		R						S	R	
SAMEA1102213						R		R						S	R	
SAMEA1102214						R		R						S	R	
SAMEA1102215						S		R						R	R	
SAMEA1102216						R		R						S	R	
SAMEA1102217						S		R						S	R	
SAMEA1102221						R		R						S	R	
SAMEA1102222						R		R						S	R	
SAMEA1102223						R		R						R	R	
SAMEA1102224						R		R						R	R	
SAMEA1102225						R		R						R	R	
SAMEA1102232						S		R						R	R	
SAMEA1102233						S		S						S	S	
SAMEA1102234						S		R						S	R	
SAMEA1102235						R		R						R	R	
SAMEA1102236						R		R						R	R	
SAMEA1102237						S		R						S	R	
SAMEA1102238						R		R						R	R	
SAMEA1102239						R		R						R	R	
SAMEA1102240						S		R						S	R	
SAMEA1102245						S		R						S	R	
SAMEA1102246						R		R						S	R	
SAMEA1102247						R		R						R	R	
SAMEA1102248						S		S						S	S	
SAMEA1102249						S		R						S	R	
SAMEA1102253						R		R						S	R	
SAMEA1102254						R		R						S	R	
SAMEA1102255						S		R						R	R	
SAMEA1102256						S		R						S	R	
SAMEA1102257						R		R						R	R	
SAMEA1102258						R		R						S	R	
SAMEA1102259						R		R						S	R	
SAMEA1102260						S		R						S	R	
SAMEA1102261						R		R						R	R	
SAMEA1102262						R		R						S	R	
SAMEA1102263						S		R						S	R	
SAMEA1102264						R		R						R	R	
SAMEA1102265						R		R						R	R	
SAMEA1102266						R		R						S	R	
SAMEA1102267						R		R						S	R	
SAMEA1102281						R		R						S	R	
SAMEA1102282						S		R						S	R	
SAMEA1102283						S		R						R	R	
SAMEA1102284						R		R						S	R	
SAMEA1102285						R		R						R	R	
SAMEA1102286						S		R						S	R	
SAMEA1102287						S		R						S	R	
SAMEA1102288						R		R						S	R	
SAMEA1102289						S		R						S	R	
SAMEA1102291						S		R						S	R	
SAMEA1102292						S		R						S	R	
SAMEA1102293						S		S						S	S	
SAMEA1102294						S		R						S	R	
SAMEA1102295						R		R						S	R	
SAMEA1102296						R		R						R	R	
SAMEA1102297						R		R						R	R	
SAMEA1102302						S		R						S	S	
SAMEA1102303						S		R						S	S	
SAMEA1102304						S		R						S	R	
SAMEA1102305						R		R						R	R	
SAMEA1102306						R		R						R	R	
SAMEA1102307						R		R						R	R	
SAMEA1102308						R		R						R	R	
SAMEA1102309						R		R						S	R	
SAMEA1102310						S		R						S	R	
SAMEA1102311						R		R						R	R	
SAMEA1102312						R		R						R	R	
SAMEA1102313						S		R						S	R	
SAMEA1102314						S		S						S	R	
SAMEA1102315						S		R						R	R	
SAMEA1102316						R		S						S	R	
SAMEA1102317						S		R						R	R	
SAMEA1102318						R		R						S	R	
SAMEA1102319						R		R						S	R	
SAMEA1102320						S		R						S	R	
SAMEA1102321						R		R						S	R	
SAMEA1102322						S		R						S	R	
SAMEA1102324						R		R						S	R	
SAMEA1102325						R		R						R	R	
SAMEA1102326						R		R						R	R	
SAMEA1102327						R		R						R	R	
SAMEA1102328						S		R						S	R	
SAMEA1102329						S		R						R	R	
SAMEA1102330						R		R						R	R	
SAMEA1102331						S		R						S	R	
SAMEA1102332						R		R						S	R	
SAMEA1102334						R		R						S	R	
SAMEA1102335						S		R						S	S	
SAMEA1102337						S		R						S	R	
SAMEA1102338						S		R						S	R	
SAMEA1102339						R		R						S	R	
SAMEA1102340						S		R							R	
SAMEA1102341						R		R						S	R	
SAMEA1102342						S		R						S	R	
SAMEA1102343						R		R						S	R	
SAMEA1102344						R		R						R	R	
SAMEA1102345						R		R							R	
SAMEA1102347						R		R						R	R	
SAMEA1102348						S		R						S	R	
SAMEA1102349						R		R						S	R	
SAMEA1102351						S		R						R	R	
SAMEA1102352						R		R						S	R	
SAMEA1102353						R		R						R	R	
SAMEA1102354						S		R						S	R	
SAMEA1102355						S		R						S	R	
SAMEA1102356						S		S						S	S	
SAMEA1102357						S		R						R	R	
SAMEA1102358						R		R						R	R	
SAMEA1102359								R						R	R	
SAMEA1102360								R							R	
SAMEA1102361								R						R	R	
SAMEA1102362						S		R						R	R	
SAMEA1102363						S		R						S	R	
SAMEA1102364						R		R						R	R	
SAMEA1102365						S		R						S	R	
SAMEA1102397						S		R						S	R	
SAMEA1102398						R		R						R	R	
SAMEA1102399						S		R						S	R	
SAMEA1102400						S		R						S	R	
SAMEA1102402						R		R						R	R	
SAMEA1102403														R		
SAMEA1102404						R		R						R	R	
SAMEA1102405						R		R						R	R	
SAMEA1102413						R		R						R	R	
SAMEA1102414						R		R						R	R	
SAMEA1102415						S		R						S	R	
SAMEA1102416						R		R						R	R	
SAMEA1102417						R		R						R	R	
SAMEA1102418						S		R						S	R	
SAMEA1102461						R		R						R	R	
SAMEA1102462						S		R						S	R	
SAMEA1102539						R		R						R	R	
SAMEA1102549						S		R						S	R	
SAMEA1102550						S		R						R	R	
SAMEA1102551						S		R						S	S	
SAMEA1102552						R		R						R	R	
SAMEA1102553						R		R						S	R	
SAMEA1102554						R		R						S	R	
SAMEA1102555						R		R						R	R	
SAMEA1102556						R		R						R	R	
SAMEA1102557						S		R						S	R	
